a,b
a80,b31
a80,b92
a61,b69
a58,b41
a50,b48
a31,b23
a27,b62
a60,b0
a69,b13
a73,b20
a27,b92
a14,b72
a20,b41
a74,b44
a75,b95
a45,b6
a53,b80
a53,b96
a84,b26
a88,b18
a9,b82
a5,b49
a4,b33
a3,b71
a54,b68
a0,b15
a8,b90
a13,b45
a16,b71
a65,b67
a69,b42
a43,b43
a47,b62
a85,b37
a50,b93
a70,b43
a54,b74
a12,b53
a68,b80
a17,b95
a9,b65
a84,b17
a41,b59
a39,b22
a4,b52
a88,b15
a39,b38
a92,b10
a41,b27
a26,b79
a45,b17
a7,b53
a64,b22
a80,b59
a85,b77
a30,b44
a37,b47
a44,b33
a23,b25
a93,b89
a35,b47
a74,b78
a82,b33
a76,b80
a92,b51
a82,b71
a62,b93
a21,b10
a88,b20
a9,b45
a46,b52
a72,b33
a53,b38
a56,b71
a63,b85
a0,b65
a83,b71
a79,b73
a10,b61
a27,b91
a35,b29
a1,b19
a25,b36
a74,b33
a90,b92
a79,b90
a74,b23
a85,b80
a53,b49
a72,b58
a15,b32
a32,b19
a40,b37
a32,b21
a95,b66
a35,b25
a84,b55
a2,b92
a96,b71
a1,b61
a44,b75
a6,b33
a9,b74
a1,b0
a20,b77
a7,b52
a93,b94
a77,b45
a63,b60
a73,b38
a66,b50
a17,b21
a93,b16
a41,b85
a63,b61
a25,b3
a77,b28
a57,b36
a79,b29
a37,b23
a91,b71
a6,b50
a63,b45
a98,b66
a39,b10
a59,b22
a61,b15
a49,b5
a30,b47
a20,b59
a7,b28
a54,b81
a8,b60
a89,b56
a58,b48
a58,b9
a19,b63
a14,b4
a30,b25
a21,b18
a16,b57
a8,b16
a61,b55
a64,b95
a37,b57
a44,b48
a40,b49
a8,b73
a75,b48
a51,b98
a32,b0
a96,b8
a7,b71
a43,b23
a89,b77
a70,b60
a14,b84
a99,b22
a37,b14
a95,b46
a10,b28
a71,b98
a50,b72
a64,b52
a21,b37
a84,b29
a14,b69
a71,b62
a93,b26
a24,b27
a12,b36
a37,b73
a74,b70
a77,b30
a0,b91
a97,b11
a11,b78
a48,b17
a60,b96
a80,b21
a56,b79
a56,b80
a3,b16
a5,b29
a32,b55
a77,b92
a84,b35
a96,b35
a89,b84
a20,b4
a84,b15
a17,b59
a65,b13
a17,b40
a31,b76
a68,b23
a67,b77
a91,b29
a31,b99
a81,b85
a76,b9
a77,b50
a50,b16
a62,b12
a52,b43
a29,b82
a70,b9
a40,b54
a88,b79
a90,b47
a41,b4
a54,b19
a96,b96
a60,b4
a10,b73
a58,b75
a30,b90
a82,b80
a63,b68
a50,b38
a55,b62
a73,b12
a3,b5
a96,b54
a52,b18
a72,b3
a33,b29
a79,b28
a86,b76
a85,b51
a59,b82
a18,b13
a16,b56
a16,b66
a56,b32
a65,b9
a55,b49
a43,b30
a89,b32
a3,b84
a11,b35
a58,b57
a15,b7
a71,b63
a30,b19
a62,b5
a98,b64
a27,b10
a66,b78
a40,b15
a39,b62
a15,b89
a31,b50
a0,b73
a12,b23
a99,b94
a1,b50
a37,b60
a16,b15
a48,b57
a67,b87
a21,b33
a75,b82
a64,b30
a80,b37
a97,b40
a2,b91
a42,b17
a56,b46
a67,b36
a15,b93
a14,b71
a19,b19
a47,b76
a42,b16
a42,b80
a48,b12
a94,b4
a24,b59
a90,b54
a18,b42
a79,b24
a4,b40
a63,b36
a60,b85
a96,b45
a31,b65
a48,b82
a96,b43
a29,b72
a92,b95
a55,b55
a63,b1
a42,b43
a84,b88
a81,b88
a51,b24
a73,b79
a99,b89
a73,b97
a37,b78
a49,b34
a96,b1
a2,b81
a33,b43
a2,b26
a10,b30
a10,b75
a44,b74
a18,b80
a22,b39
a0,b66
a98,b80
a31,b16
a44,b52
a89,b48
a71,b90
a90,b72
a43,b88
a13,b20
a20,b17
a6,b95
a5,b19
a48,b45
a24,b76
a32,b82
a34,b81
a43,b71
a22,b27
a49,b35
a66,b63
a55,b54
a91,b49
a0,b93
a16,b63
a67,b93
a36,b4
a61,b61
a84,b74
a98,b60
a49,b96
a54,b57
a99,b49
a9,b92
a51,b61
a60,b50
a17,b46
a51,b7
a40,b2
a71,b25
a47,b45
a51,b92
a14,b66
a62,b78
a58,b68
a62,b90
a28,b69
a3,b12
a76,b55
a33,b13
a34,b60
a68,b45
a14,b83
a66,b2
a68,b1
a43,b47
a71,b54
a20,b75
a33,b9
a97,b8
a80,b91
a68,b73
a74,b20
a18,b66
a13,b8
a78,b96
a10,b77
a33,b73
a58,b66
a11,b94
a32,b58
a82,b19
a99,b45
a62,b65
a77,b82
a56,b26
a14,b54
a29,b6
a62,b10
a20,b1
a5,b58
a73,b40
a76,b60
a40,b50
a39,b97
a14,b56
a30,b12
a80,b65
a68,b89
a13,b31
a1,b6
a0,b54
a83,b0
a46,b96
a92,b76
a51,b22
a50,b45
a0,b5
a47,b65
a44,b94
a63,b37
a46,b44
a71,b21
a31,b14
a26,b1
a65,b69
a79,b10
a50,b98
a62,b84
a66,b8
a1,b53
a42,b74
a76,b90
a30,b35
a12,b99
a87,b11
a79,b62
a3,b75
a17,b77
a98,b34
a40,b65
a6,b75
a31,b48
a18,b70
a68,b3
a18,b68
a36,b90
a45,b99
a58,b56
a63,b9
a80,b41
a30,b65
a89,b23
a37,b94
a76,b97
a25,b70
a8,b76
a31,b11
a76,b20
a91,b0
a66,b66
a13,b52
a77,b70
a15,b4
a82,b53
a1,b89
a42,b98
a54,b18
a60,b17
a21,b84
a31,b90
a19,b18
a49,b13
a73,b65
a60,b61
a90,b7
a61,b64
a45,b98
a66,b93
a36,b80
a0,b45
a6,b30
a0,b94
a71,b48
a97,b78
a65,b25
a54,b10
a79,b26
a96,b27
a88,b93
a31,b9
a84,b19
a40,b74
a21,b31
a83,b82
a10,b67
a68,b76
a50,b94
a50,b14
a22,b86
a7,b20
a90,b36
a31,b70
a10,b24
a3,b0
a40,b8
a77,b96
a3,b68
a93,b56
a27,b22
a35,b88
a98,b25
a46,b51
a94,b65
a97,b71
a90,b38
a23,b74
a11,b9
a42,b97
a1,b33
a39,b0
a0,b20
a50,b37
a89,b27
a59,b15
a4,b80
a57,b98
a93,b55
a57,b34
a67,b41
a77,b91
a5,b84
a96,b99
a11,b41
a10,b1
a7,b34
a24,b41
a80,b74
a71,b64
a97,b81
a33,b6
a85,b97
a9,b17
a15,b17
a7,b48
a32,b9
a75,b9
a25,b51
a29,b85
a25,b85
a77,b9
a65,b66
a98,b88
a33,b67
a49,b59
a40,b84
a30,b59
a63,b75
a91,b93
a53,b7
a57,b38
a0,b75
a80,b29
a40,b22
a44,b68
a91,b76
a66,b76
a68,b4
a63,b96
a0,b50
a61,b98
a53,b30
a75,b55
a70,b90
a72,b49
a58,b54
a26,b74
a27,b85
a32,b63
a96,b18
a55,b76
a27,b26
a80,b12
a55,b88
a70,b27
a59,b6
a56,b0
a62,b23
a55,b65
a26,b0
a44,b92
a50,b12
a37,b20
a20,b47
a83,b6
a56,b74
a91,b18
a40,b86
a0,b42
a18,b45
a30,b77
a1,b69
a12,b37
a14,b87
a14,b26
a25,b61
a48,b64
a34,b62
a92,b16
a21,b25
a93,b97
a48,b69
a13,b92
a99,b76
a84,b6
a36,b69
a8,b48
a55,b96
a44,b54
a20,b48
a79,b56
a43,b48
a40,b36
a31,b80
a87,b30
a7,b87
a18,b69
a7,b61
a39,b70
a89,b19
a19,b43
a87,b47
a80,b32
a77,b93
a97,b42
a95,b47
a41,b2
a63,b48
a56,b47
a17,b35
a13,b25
a60,b95
a66,b12
a77,b8
a18,b89
a37,b52
a98,b0
a74,b39
a7,b39
a23,b23
a0,b1
a70,b56
a54,b90
a30,b6
a16,b62
a94,b59
a65,b31
a64,b33
a29,b30
a96,b88
a38,b30
a47,b6
a24,b66
a31,b33
a86,b44
a98,b39
a75,b72
a5,b63
a90,b94
a69,b71
a91,b91
a94,b49
a95,b52
a39,b45
a14,b74
a54,b59
a44,b82
a48,b18
a38,b47
a83,b33
a46,b55
a43,b76
