c,d
c36,d78
c4,d89
c36,d12
c50,d80
c93,d0
c90,d11
c51,d28
c76,d48
c80,d68
c16,d30
c86,d82
c88,d96
c78,d4
c22,d59
c50,d99
c18,d23
c4,d15
c68,d62
c22,d24
c32,d76
c63,d22
c36,d23
c12,d53
c10,d30
c50,d79
c23,d49
c79,d29
c95,d47
c0,d23
c97,d46
c67,d61
c47,d43
c29,d26
c47,d25
c7,d51
c12,d94
c26,d25
c8,d64
c34,d27
c26,d2
c94,d87
c23,d4
c22,d21
c99,d59
c96,d95
c17,d67
c62,d97
c9,d43
c33,d60
c79,d20
c55,d79
c49,d60
c47,d51
c47,d54
c64,d99
c0,d97
c10,d35
c60,d54
c20,d0
c99,d91
c4,d6
c34,d36
c11,d67
c98,d98
c40,d15
c79,d62
c66,d41
c67,d97
c13,d22
c27,d59
c26,d92
c45,d22
c2,d6
c90,d10
c43,d41
c57,d10
c52,d77
c81,d74
c9,d81
c67,d68
c18,d37
c5,d82
c6,d67
c17,d15
c43,d32
c81,d68
c28,d46
c90,d42
c2,d35
c49,d85
c49,d41
c26,d62
c26,d89
c18,d30
c50,d16
c63,d49
c25,d11
c29,d90
c26,d72
c39,d92
c67,d70
c48,d47
c33,d88
c15,d8
c18,d62
c37,d54
c30,d6
c7,d76
c94,d77
c2,d21
c29,d83
c45,d89
c93,d20
c62,d45
c58,d66
c46,d64
c20,d69
c9,d29
c27,d56
c92,d93
c79,d45
c42,d11
c94,d36
c18,d90
c87,d58
c96,d49
c24,d84
c46,d44
c38,d10
c24,d82
c77,d62
c64,d52
c17,d85
c23,d25
c59,d47
c94,d97
c66,d5
c44,d57
c48,d10
c18,d95
c64,d13
c93,d65
c19,d70
c4,d39
c52,d22
c26,d95
c7,d13
c56,d53
c14,d11
c28,d42
c30,d12
c41,d92
c33,d81
c4,d11
c89,d65
c32,d70
c93,d68
c22,d13
c86,d56
c4,d78
c46,d24
c22,d7
c78,d78
c88,d1
c5,d33
c15,d78
c39,d64
c6,d82
c31,d59
c29,d88
c11,d4
c91,d74
c86,d42
c42,d46
c83,d98
c15,d42
c95,d83
c2,d61
c27,d93
c91,d88
c24,d12
c82,d25
c71,d58
c69,d5
c90,d86
c22,d38
c36,d94
c38,d46
c88,d47
c67,d51
c90,d3
c26,d77
c51,d38
c12,d22
c89,d66
c46,d74
c28,d33
c24,d49
c16,d61
c21,d56
c15,d2
c89,d0
c30,d2
c8,d82
c89,d31
c24,d9
c43,d8
c59,d39
c96,d1
c69,d94
c21,d50
c47,d49
c9,d79
c47,d96
c11,d55
c98,d77
c50,d22
c85,d72
c11,d45
c9,d33
c91,d8
c97,d80
c5,d23
c27,d58
c56,d79
c57,d11
c93,d26
c45,d71
c25,d79
c48,d11
c37,d62
c20,d36
c55,d8
c20,d87
c87,d32
c31,d32
c97,d62
c96,d4
c93,d55
c20,d53
c38,d18
c1,d45
c9,d23
c71,d13
c44,d63
c33,d70
c90,d85
c49,d50
c14,d93
c89,d12
c52,d1
c84,d46
c66,d4
c45,d63
c89,d42
c81,d98
c72,d75
c17,d55
c30,d3
c89,d37
c9,d82
c31,d58
c2,d19
c92,d52
c23,d57
c1,d13
c93,d2
c14,d88
c92,d69
c80,d76
c92,d30
c81,d57
c38,d96
c27,d12
c43,d51
c72,d15
c77,d60
c11,d61
c58,d48
c46,d17
c17,d32
c69,d26
c7,d47
c84,d40
c19,d42
c8,d53
c45,d8
c56,d98
c78,d64
c43,d75
c73,d89
c20,d55
c62,d12
c82,d55
c60,d44
c34,d61
c79,d21
c46,d0
c79,d54
c75,d6
c4,d69
c50,d44
c44,d72
c0,d90
c74,d77
c79,d8
c75,d47
c71,d88
c99,d60
c37,d18
c85,d31
c38,d16
c29,d86
c99,d19
c96,d67
c0,d95
c5,d55
c3,d80
c11,d75
c11,d24
c81,d83
c58,d8
c32,d26
c53,d59
c60,d83
c26,d79
c62,d28
c28,d91
c39,d72
c9,d24
c24,d76
c83,d14
c96,d47
c27,d40
c55,d62
c2,d22
c79,d56
c0,d47
c84,d63
c45,d47
c59,d94
c10,d34
c66,d8
c89,d74
c92,d41
c62,d43
c56,d57
c44,d47
c71,d65
c60,d51
c91,d95
c17,d91
c0,d5
c40,d49
c70,d65
c28,d40
c96,d16
c89,d47
c43,d37
c54,d2
c24,d45
c29,d18
c47,d70
c99,d26
c16,d14
c47,d80
c48,d14
c61,d52
c48,d13
c57,d33
c64,d4
c63,d92
c43,d64
c73,d70
c2,d8
c35,d36
c65,d16
c88,d7
c28,d14
c26,d56
c68,d5
c5,d18
c47,d79
c36,d56
c14,d48
c72,d31
c4,d88
c2,d29
c9,d96
c58,d76
c27,d61
c74,d32
c29,d41
c95,d49
c8,d61
c92,d28
c71,d74
c22,d87
c52,d5
c85,d89
c13,d87
c92,d88
c90,d41
c44,d65
c44,d29
c61,d19
c40,d39
c60,d30
c2,d34
c64,d73
c97,d98
c18,d74
c86,d69
c54,d49
c39,d66
c2,d97
c45,d38
c15,d89
c56,d64
c89,d99
c53,d94
c17,d17
c89,d61
c34,d4
c3,d89
c91,d70
c65,d49
c75,d58
c51,d62
c98,d97
c33,d30
c90,d66
c99,d10
c63,d64
c64,d95
c49,d33
c51,d11
c93,d63
c72,d53
c70,d6
c36,d98
c96,d64
c90,d6
c0,d15
c98,d35
c6,d28
c88,d49
c51,d43
c16,d68
c57,d69
c95,d5
c70,d52
c88,d13
c37,d32
c32,d27
c7,d59
c77,d2
c96,d87
c23,d85
c67,d18
c31,d27
c10,d63
c18,d19
c78,d9
c17,d93
c93,d77
c71,d5
c21,d63
c28,d38
c27,d88
c37,d52
c85,d54
c55,d25
c74,d4
c87,d63
c62,d41
c9,d9
c13,d73
c76,d66
c38,d33
c16,d26
c37,d96
c61,d14
c61,d38
c4,d50
c7,d57
c89,d51
c80,d89
c55,d12
c34,d45
c69,d78
c69,d76
c18,d29
c79,d9
c81,d75
c79,d81
c53,d33
c41,d79
c15,d51
c34,d76
c95,d33
c36,d87
c22,d96
c8,d94
c8,d56
c39,d35
c11,d23
c49,d83
c12,d80
c65,d90
c14,d6
c55,d52
c52,d38
c13,d67
c63,d24
c53,d28
c9,d55
c59,d45
c6,d27
c55,d86
c7,d93
c45,d58
c80,d25
c59,d64
c25,d4
c82,d56
c22,d63
c22,d8
c54,d74
c35,d27
c58,d51
c86,d36
c48,d52
c25,d15
c66,d80
c16,d7
c42,d96
c3,d29
c57,d23
c51,d98
c88,d5
c70,d31
c21,d13
c14,d45
c12,d79
c62,d32
c7,d99
c48,d18
c61,d73
c47,d87
c27,d70
c16,d75
c42,d67
c8,d41
c81,d14
c63,d53
c60,d86
c37,d5
c36,d60
c43,d61
c7,d61
c61,d77
c9,d72
c5,d79
c80,d60
c10,d76
c8,d97
c64,d9
c80,d79
c56,d16
c70,d74
c20,d72
c83,d2
c23,d84
c91,d85
c23,d14
c92,d3
c39,d4
c69,d57
c47,d50
c5,d20
c60,d7
c43,d84
c10,d55
c92,d2
c33,d16
c83,d88
c41,d18
c80,d80
c48,d76
c63,d52
c91,d64
c21,d82
c27,d60
c48,d35
c96,d26
c78,d71
c40,d76
c69,d2
c62,d23
c96,d80
c64,d12
c99,d58
c10,d57
c51,d55
c34,d12
c49,d34
c44,d17
c89,d73
c74,d42
c37,d12
c67,d19
c65,d58
c75,d20
c66,d50
c44,d73
c48,d30
c17,d47
c3,d70
c1,d32
c8,d11
c20,d47
c91,d59
c68,d18
c58,d29
c65,d65
c71,d11
c29,d40
c89,d41
c73,d0
c16,d72
c97,d23
c2,d57
c74,d21
c45,d9
c48,d98
c39,d87
c62,d78
c59,d81
c62,d48
c17,d25
c56,d38
c89,d5
c56,d5
c63,d8
c5,d2
c69,d80
c13,d31
c84,d52
c55,d45
c48,d71
c18,d2
c80,d32
c28,d49
c7,d39
c91,d10
c43,d6
c11,d57
c1,d67
c48,d7
c69,d44
c92,d50
c21,d94
c68,d81
c39,d75
c77,d59
c68,d51
c11,d60
c52,d79
