b,c
b62,c31
b13,c35
b58,c23
b6,c32
b68,c82
b67,c12
b51,c63
b14,c43
b33,c24
b57,c13
b9,c57
b87,c62
b3,c80
b73,c24
b24,c44
b51,c92
b13,c2
b70,c29
b11,c11
b96,c87
b66,c97
b74,c74
b62,c49
b26,c25
b18,c38
b40,c37
b9,c9
b35,c14
b71,c38
b11,c16
b33,c75
b4,c34
b3,c77
b32,c0
b34,c6
b69,c37
b40,c14
b74,c57
b8,c28
b84,c1
b75,c53
b48,c49
b65,c80
b38,c85
b62,c19
b83,c8
b15,c58
b93,c93
b53,c92
b35,c44
b62,c10
b29,c94
b16,c76
b31,c45
b95,c95
b50,c85
b39,c7
b28,c55
b94,c45
b5,c73
b1,c36
b38,c9
b86,c37
b34,c32
b68,c96
b27,c75
b16,c6
b89,c15
b22,c34
b26,c15
b91,c1
b98,c33
b24,c96
b37,c69
b15,c21
b57,c0
b68,c32
b57,c47
b85,c48
b88,c90
b73,c31
b79,c73
b41,c77
b10,c99
b77,c3
b13,c33
b18,c32
b98,c55
b80,c45
b65,c7
b4,c98
b79,c55
b95,c18
b40,c85
b11,c60
b27,c34
b36,c89
b89,c13
b5,c33
b44,c59
b8,c63
b85,c90
b5,c96
b79,c54
b71,c19
b56,c33
b4,c51
b1,c7
b19,c57
b4,c19
b54,c67
b61,c34
b9,c55
b4,c27
b16,c71
b62,c67
b35,c85
b23,c90
b91,c27
b34,c4
b48,c86
b64,c41
b89,c53
b69,c57
b60,c42
b55,c12
b85,c96
b82,c84
b8,c4
b48,c26
b24,c89
b7,c82
b35,c91
b48,c74
b33,c21
b7,c70
b63,c13
b46,c19
b67,c87
b27,c7
b97,c42
b47,c37
b97,c22
b66,c20
b49,c49
b29,c89
b83,c59
b81,c69
b67,c71
b95,c98
b85,c77
b94,c17
b79,c20
b92,c0
b8,c51
b89,c98
b52,c30
b8,c99
b43,c77
b60,c0
b12,c24
b91,c4
b53,c33
b18,c31
b62,c56
b62,c80
b50,c40
b13,c64
b80,c39
b49,c56
b89,c57
b78,c85
b92,c20
b38,c53
b57,c9
b19,c73
b13,c17
b64,c70
b32,c10
b29,c87
b27,c86
b51,c85
b79,c72
b14,c75
b23,c18
b29,c63
b83,c52
b16,c99
b27,c25
b46,c42
b2,c10
b53,c8
b23,c44
b96,c44
b89,c0
b75,c52
b29,c13
b75,c83
b64,c47
b60,c26
b78,c4
b90,c32
b2,c72
b11,c59
b60,c24
b22,c59
b14,c40
b15,c54
b62,c66
b47,c12
b73,c33
b4,c81
b71,c6
b21,c20
b66,c91
b77,c1
b35,c95
b21,c42
b59,c39
b89,c88
b11,c97
b1,c61
b33,c64
b80,c68
b46,c55
b70,c49
b82,c29
b58,c86
b97,c74
b63,c15
b46,c16
b28,c93
b71,c41
b82,c21
b88,c28
b75,c13
b64,c95
b23,c55
b28,c72
b23,c35
b69,c11
b16,c15
b87,c40
b95,c74
b25,c94
b23,c7
b47,c59
b77,c30
b64,c87
b1,c4
b42,c62
b62,c91
b46,c38
b72,c54
b56,c64
b64,c4
b70,c59
b17,c39
b84,c18
b91,c77
b91,c9
b82,c41
b82,c80
b38,c4
b57,c89
b73,c95
b23,c50
b48,c77
b62,c65
b72,c96
b25,c59
b31,c28
b30,c58
b11,c71
b95,c36
b76,c36
b86,c70
b72,c17
b69,c8
b30,c27
b91,c55
b98,c97
b53,c4
b12,c8
b27,c55
b2,c20
b13,c97
b83,c68
b87,c39
b16,c44
b4,c97
b91,c93
b92,c13
b75,c55
b74,c25
b31,c72
b4,c11
b37,c3
b73,c17
b54,c99
b21,c8
b91,c78
b57,c92
b74,c89
b95,c45
b20,c7
b57,c71
b91,c81
b68,c73
b9,c90
b67,c1
b59,c93
b99,c71
b32,c79
b57,c12
b45,c99
b5,c77
b9,c15
b95,c47
b50,c13
b42,c10
b23,c21
b83,c57
b69,c89
b94,c80
b14,c1
b78,c18
b77,c79
b69,c94
b75,c62
b33,c72
b58,c61
b55,c63
b22,c67
b43,c85
b54,c70
b34,c12
b34,c92
b74,c49
b79,c94
b30,c43
b65,c42
b59,c58
b14,c41
b61,c71
b73,c5
b38,c88
b82,c42
b66,c3
b51,c47
b35,c33
b30,c72
b41,c14
b81,c42
b61,c11
b26,c14
b67,c29
b55,c9
b1,c81
b99,c92
b29,c49
b64,c67
b28,c34
b31,c2
b58,c47
b22,c93
b1,c78
b28,c53
b78,c51
b12,c23
b27,c46
b93,c86
b92,c77
b83,c41
b57,c45
b38,c58
b53,c34
b90,c6
b99,c1
b77,c16
b90,c56
b66,c49
b52,c41
b36,c99
b46,c49
b44,c83
b11,c72
b94,c49
b8,c81
b52,c49
b23,c2
b82,c28
b50,c50
b36,c22
b78,c0
b79,c97
b94,c8
b76,c65
b17,c4
b59,c49
b54,c50
b8,c35
b11,c10
b11,c89
b6,c28
b13,c6
b23,c33
b24,c60
b75,c12
b76,c48
b81,c55
b4,c56
b52,c87
b97,c8
b15,c94
b97,c38
b55,c50
b96,c28
b64,c90
b79,c70
b37,c67
b84,c17
b49,c50
b96,c11
b3,c61
b60,c27
b22,c0
b12,c83
b24,c83
b39,c93
b41,c11
b68,c57
b42,c27
b2,c56
b6,c77
b68,c10
b34,c31
b61,c98
b94,c19
b93,c60
b72,c21
b8,c47
b8,c57
b52,c94
b84,c92
b25,c26
b84,c50
b41,c25
b62,c93
b7,c21
b68,c88
b19,c31
b75,c16
b22,c48
b36,c81
b86,c30
b95,c92
b32,c41
b32,c8
b56,c58
b5,c97
b53,c85
b16,c68
b34,c83
b81,c91
b23,c75
b3,c4
b48,c71
b99,c95
b38,c68
b71,c68
b25,c35
b73,c39
b58,c16
b19,c62
b2,c36
b6,c75
b8,c5
b56,c83
b98,c27
b83,c4
b64,c80
b32,c63
b52,c16
b92,c67
b44,c66
b81,c41
b22,c32
b72,c18
b61,c14
b30,c81
b57,c61
b88,c31
b50,c84
b87,c28
b0,c45
b47,c96
b81,c46
b46,c21
b32,c50
b83,c53
b61,c82
b71,c53
b41,c79
b23,c91
b77,c57
b59,c31
b37,c60
b40,c74
b8,c78
b80,c86
b70,c4
b52,c26
b85,c61
b40,c20
b74,c8
b39,c49
b57,c73
b30,c12
b16,c50
b79,c6
b41,c34
b27,c39
b17,c25
b63,c43
b77,c70
b30,c78
b83,c44
b49,c38
b6,c97
b29,c82
b43,c90
b35,c59
b11,c37
b62,c94
b63,c50
b49,c91
b84,c87
b96,c16
b59,c14
b78,c35
b20,c94
b0,c40
b62,c18
b77,c25
b77,c86
b33,c9
b37,c79
b98,c78
b65,c13
b6,c39
b22,c55
b2,c82
b23,c76
b59,c63
b10,c7
b99,c84
b83,c38
b97,c80
b97,c48
b12,c98
b39,c11
b61,c5
b36,c98
b38,c26
b80,c5
b73,c84
b89,c31
b53,c79
b50,c25
b2,c60
b28,c91
b0,c43
b64,c0
b35,c45
b80,c24
b99,c72
b52,c80
b94,c27
b33,c55
b23,c23
b13,c27
b47,c84
b15,c39
b51,c81
b22,c1
b39,c76
b80,c77
b76,c42
b38,c0
b93,c97
b58,c6
b45,c48
b89,c12
b70,c66
b46,c27
b21,c93
b90,c50
b28,c69
b32,c83
b61,c36
b89,c46
b38,c19
b98,c92
b90,c12
b29,c31
b47,c20
b2,c66
b53,c1
b70,c6
b5,c89
b31,c59
b91,c94
b21,c87
b55,c51
b15,c25
b29,c47
b70,c46
b59,c57
b9,c22
b42,c28
b18,c52
b68,c42
b91,c21
b83,c77
b13,c18
b56,c56
b39,c27
b97,c20
b94,c61
b5,c86
b55,c75
b77,c75
b46,c69
b32,c47
b63,c2
b38,c20
b57,c87
b65,c11
b83,c7
b85,c57
b26,c11
b21,c9
b24,c30
b99,c7
b62,c59
b3,c34
b18,c39
b25,c55
b42,c66
b73,c4
b76,c14
b2,c88
b55,c49
b87,c55
b22,c95
b42,c67
b52,c96
b19,c10
b66,c76
b17,c0
b93,c56
b92,c23
b15,c59
b74,c24
b75,c64
b41,c67
b86,c45
b44,c72
b74,c13
b77,c32
b96,c45
